Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
14901,Indonesia,Soybeans,1999,12013,2702.0,1597.0,27.17
14902,Indonesia,Soybeans,1999,12013,2702.0,1597.0,26.62
14903,Indonesia,Soybeans,1999,12013,2702.0,1597.0,27.32
14934,Indonesia,Soybeans,2000,12335,2702.0,1597.0,25.46
14935,Indonesia,Soybeans,2000,12335,2702.0,1597.0,27.2
14936,Indonesia,Soybeans,2000,12335,2702.0,1597.0,27.1
14937,Indonesia,Soybeans,2000,12335,2702.0,1597.0,27.23
14938,Indonesia,Soybeans,2000,12335,2702.0,1597.0,26.77
14939,Indonesia,Soybeans,2000,12335,2702.0,1597.0,27.44
14970,Indonesia,Soybeans,2001,12181,2702.0,1597.0,25.43
14971,Indonesia,Soybeans,2001,12181,2702.0,1597.0,27.13
14972,Indonesia,Soybeans,2001,12181,2702.0,1597.0,27.26
14973,Indonesia,Soybeans,2001,12181,2702.0,1597.0,27.32
14974,Indonesia,Soybeans,2001,12181,2702.0,1597.0,26.81
14975,Indonesia,Soybeans,2001,12181,2702.0,1597.0,27.52
15006,Indonesia,Soybeans,2002,12360,2702.0,1597.0,25.64
15007,Indonesia,Soybeans,2002,12360,2702.0,1597.0,27.4
15008,Indonesia,Soybeans,2002,12360,2702.0,1597.0,27.5
15009,Indonesia,Soybeans,2002,12360,2702.0,1597.0,27.49
15010,Indonesia,Soybeans,2002,12360,2702.0,1597.0,27.01
15011,Indonesia,Soybeans,2002,12360,2702.0,1597.0,27.71
15042,Indonesia,Soybeans,2004,12801,2702.0,1597.0,25.67
15043,Indonesia,Soybeans,2004,12801,2702.0,1597.0,27.42
15044,Indonesia,Soybeans,2004,12801,2702.0,1597.0,27.32
15045,Indonesia,Soybeans,2004,12801,2702.0,1597.0,27.57
15046,Indonesia,Soybeans,2004,12801,2702.0,1597.0,26.97
15047,Indonesia,Soybeans,2004,12801,2702.0,1597.0,27.69
15078,Indonesia,Soybeans,2005,13006,2702.0,1597.0,25.59
15079,Indonesia,Soybeans,2005,13006,2702.0,1597.0,27.22
15080,Indonesia,Soybeans,2005,13006,2702.0,1597.0,27.48
15081,Indonesia,Soybeans,2005,13006,2702.0,1597.0,27.44
15082,Indonesia,Soybeans,2005,13006,2702.0,1597.0,27.11
15083,Indonesia,Soybeans,2005,13006,2702.0,1597.0,27.77
15114,Indonesia,Soybeans,2006,12878,2702.0,1597.0,25.66
15115,Indonesia,Soybeans,2006,12878,2702.0,1597.0,27.39
15116,Indonesia,Soybeans,2006,12878,2702.0,1597.0,27.21
15117,Indonesia,Soybeans,2006,12878,2702.0,1597.0,27.55
15118,Indonesia,Soybeans,2006,12878,2702.0,1597.0,26.98
15119,Indonesia,Soybeans,2006,12878,2702.0,1597.0,27.55
15150,Indonesia,Soybeans,2007,12908,2702.0,1597.0,25.5
15151,Indonesia,Soybeans,2007,12908,2702.0,1597.0,27.21
15152,Indonesia,Soybeans,2007,12908,2702.0,1597.0,27.14
15153,Indonesia,Soybeans,2007,12908,2702.0,1597.0,27.29
15154,Indonesia,Soybeans,2007,12908,2702.0,1597.0,26.88
15155,Indonesia,Soybeans,2007,12908,2702.0,1597.0,27.49
15186,Indonesia,Soybeans,2008,13119,2702.0,1597.0,25.32
15187,Indonesia,Soybeans,2008,13119,2702.0,1597.0,26.97
15188,Indonesia,Soybeans,2008,13119,2702.0,1597.0,27.03
15189,Indonesia,Soybeans,2008,13119,2702.0,1597.0,27.18
15190,Indonesia,Soybeans,2008,13119,2702.0,1597.0,26.65
15191,Indonesia,Soybeans,2008,13119,2702.0,1597.0,27.34
15222,Indonesia,Soybeans,2009,13483,2702.0,1597.0,25.54
15223,Indonesia,Soybeans,2009,13483,2702.0,1597.0,27.31
15224,Indonesia,Soybeans,2009,13483,2702.0,1597.0,27.3
15225,Indonesia,Soybeans,2009,13483,2702.0,1597.0,27.63
15226,Indonesia,Soybeans,2009,13483,2702.0,1597.0,26.98
15227,Indonesia,Soybeans,2009,13483,2702.0,1597.0,27.69
15258,Indonesia,Soybeans,2010,13726,2702.0,1597.0,25.57
15259,Indonesia,Soybeans,2010,13726,2702.0,1597.0,27.25
15260,Indonesia,Soybeans,2010,13726,2702.0,1597.0,27.69
15261,Indonesia,Soybeans,2010,13726,2702.0,1597.0,27.46
15262,Indonesia,Soybeans,2010,13726,2702.0,1597.0,26.94
15263,Indonesia,Soybeans,2010,13726,2702.0,1597.0,27.55
15294,Indonesia,Soybeans,2011,13681,2702.0,1597.0,25.38
15295,Indonesia,Soybeans,2011,13681,2702.0,1597.0,27.24
15296,Indonesia,Soybeans,2011,13681,2702.0,1597.0,27.19
15297,Indonesia,Soybeans,2011,13681,2702.0,1597.0,27.39
15298,Indonesia,Soybeans,2011,13681,2702.0,1597.0,26.63
15299,Indonesia,Soybeans,2011,13681,2702.0,1597.0,27.19
15330,Indonesia,Soybeans,2012,14854,2702.0,1597.0,25.59
15331,Indonesia,Soybeans,2012,14854,2702.0,1597.0,27.36
15332,Indonesia,Soybeans,2012,14854,2702.0,1597.0,27.37
15333,Indonesia,Soybeans,2012,14854,2702.0,1597.0,27.49
15334,Indonesia,Soybeans,2012,14854,2702.0,1597.0,26.87
15335,Indonesia,Soybeans,2012,14854,2702.0,1597.0,27.48
15366,Indonesia,Soybeans,2013,14161,2702.0,1597.0,25.48
15367,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.37
15368,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.88
15369,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.34
15370,Indonesia,Soybeans,2013,14161,2702.0,1597.0,26.72
15371,Indonesia,Soybeans,2013,14161,2702.0,1597.0,27.3
15386,Iraq,Soybeans,1990,14615,216.0,692.0,23.41
15387,Iraq,Soybeans,1990,14615,216.0,692.0,19.76
15398,Iraq,Soybeans,1991,15000,216.0,692.0,23.21
15399,Iraq,Soybeans,1991,15000,216.0,692.0,19.68
15410,Iraq,Soybeans,1992,14800,216.0,692.0,21.52
15411,Iraq,Soybeans,1992,14800,216.0,692.0,17.76
15422,Iraq,Soybeans,1993,14815,216.0,692.0,22.86
15423,Iraq,Soybeans,1993,14815,216.0,692.0,18.75
15434,Iraq,Soybeans,1994,13846,216.0,692.0,23.47
15435,Iraq,Soybeans,1994,13846,216.0,692.0,20.02
15446,Iraq,Soybeans,1995,14000,216.0,816.0,23.32
15447,Iraq,Soybeans,1995,14000,216.0,816.0,19.86
15458,Iraq,Soybeans,1996,13750,216.0,616.0,23.96
15459,Iraq,Soybeans,1996,13750,216.0,616.0,20.13
15470,Iraq,Soybeans,1997,14000,216.0,848.0,22.74
15471,Iraq,Soybeans,1997,14000,216.0,848.0,19.23
15482,Iraq,Soybeans,1998,11181,216.0,755.0,24.33
15483,Iraq,Soybeans,1998,11181,216.0,755.0,20.65
15494,Iraq,Soybeans,1999,4365,216.0,508.0,24.42
15495,Iraq,Soybeans,1999,4365,216.0,508.0,20.85
15506,Iraq,Soybeans,2000,10000,216.0,548.0,23.9
15507,Iraq,Soybeans,2000,10000,216.0,548.0,20.28
15518,Iraq,Soybeans,2001,12000,216.0,837.47,24.45
15519,Iraq,Soybeans,2001,12000,216.0,837.47,20.8
15530,Iraq,Soybeans,2002,10000,216.0,878.68,23.76
15531,Iraq,Soybeans,2002,10000,216.0,878.68,20.1
15542,Iraq,Soybeans,2004,10000,216.0,828.62,23.72
15543,Iraq,Soybeans,2004,10000,216.0,828.62,20.0
15554,Iraq,Soybeans,2005,9214,216.0,873.01,23.58
15555,Iraq,Soybeans,2005,9214,216.0,873.01,19.96
15566,Iraq,Soybeans,2006,9095,216.0,824.14,23.82
15567,Iraq,Soybeans,2006,9095,216.0,824.14,20.12
15578,Iraq,Soybeans,2007,9187,216.0,1062.61,23.92
15579,Iraq,Soybeans,2007,9187,216.0,1062.61,20.12
15590,Iraq,Soybeans,2008,9016,216.0,1245.94,24.09
15591,Iraq,Soybeans,2008,9016,216.0,1245.94,20.46
15602,Iraq,Soybeans,2009,8846,216.0,1429.27,23.87
15603,Iraq,Soybeans,2009,8846,216.0,1429.27,20.26
15614,Iraq,Soybeans,2010,8675,216.0,1612.61,25.49
15615,Iraq,Soybeans,2010,8675,216.0,1612.61,21.97
15626,Iraq,Soybeans,2011,8504,216.0,1795.94,23.44
15627,Iraq,Soybeans,2011,8504,216.0,1795.94,19.78
15638,Iraq,Soybeans,2012,8334,216.0,1979.27,24.34
15639,Iraq,Soybeans,2012,8334,216.0,1979.27,20.7
15650,Iraq,Soybeans,2013,8163,216.0,2162.6,25.14
15651,Iraq,Soybeans,2013,8163,216.0,2162.6,21.77
15708,Italy,Soybeans,1990,33588,832.0,100596.4,7.97
15709,Italy,Soybeans,1990,33588,832.0,100596.4,12.83
15722,Italy,Soybeans,1991,36828,832.0,88916.6,7.28
15723,Italy,Soybeans,1991,36828,832.0,88916.6,12.05
15736,Italy,Soybeans,1992,31316,832.0,88227.6,7.76
15737,Italy,Soybeans,1992,31316,832.0,88227.6,12.89
15750,Italy,Soybeans,1993,31552,832.0,89282.2,7.43
15751,Italy,Soybeans,1993,31552,832.0,89282.2,12.71
15764,Italy,Soybeans,1994,33501,832.0,81217.6,8.39
15765,Italy,Soybeans,1994,33501,832.0,81217.6,13.53
15778,Italy,Soybeans,1995,37525,832.0,84153.0,7.43
15779,Italy,Soybeans,1995,37525,832.0,84153.0,12.47
15792,Italy,Soybeans,1996,36951,832.0,74617.2,7.06
15793,Italy,Soybeans,1996,36951,832.0,74617.2,12.28
15806,Italy,Soybeans,1997,38018,832.0,84799.0,8.18
15807,Italy,Soybeans,1997,38018,832.0,84799.0,13.13
15820,Italy,Soybeans,1998,35040,832.0,84117.0,7.77
15821,Italy,Soybeans,1998,35040,832.0,84117.0,12.96
15834,Italy,Soybeans,1999,35329,832.0,81583.0,7.64
15835,Italy,Soybeans,1999,35329,832.0,81583.0,12.95
15848,Italy,Soybeans,2000,35761,832.0,79447.0,8.13
15849,Italy,Soybeans,2000,35761,832.0,79447.0,13.42
15862,Italy,Soybeans,2001,38122,832.0,75978.0,7.83
15863,Italy,Soybeans,2001,38122,832.0,75978.0,13.23
15876,Italy,Soybeans,2002,38613,832.0,94211.0,8.15
15877,Italy,Soybeans,2002,38613,832.0,94211.0,13.14
15890,Italy,Soybeans,2004,34458,832.0,83810.0,7.74
15891,Italy,Soybeans,2004,34458,832.0,83810.0,12.75
15904,Italy,Soybeans,2005,36303,832.0,84647.0,7.33
15905,Italy,Soybeans,2005,36303,832.0,84647.0,12.16
15918,Italy,Soybeans,2006,30987,832.0,74349.0,8.15
15919,Italy,Soybeans,2006,30987,832.0,74349.0,12.87
15932,Italy,Soybeans,2007,31342,832.0,80454.0,8.4
15933,Italy,Soybeans,2007,31342,832.0,80454.0,13.32
15946,Italy,Soybeans,2008,32121,832.0,79643.0,7.91
15947,Italy,Soybeans,2008,32121,832.0,79643.0,13.01
15960,Italy,Soybeans,2009,34759,832.0,74172.0,8.11
15961,Italy,Soybeans,2009,34759,832.0,74172.0,13.28
15974,Italy,Soybeans,2010,34639,832.0,71613.0,7.05
15975,Italy,Soybeans,2010,34639,832.0,71613.0,12.63
15988,Italy,Soybeans,2011,34024,832.0,70690.0,8.68
15989,Italy,Soybeans,2011,34024,832.0,70690.0,13.46
16002,Italy,Soybeans,2012,27591,832.0,61889.0,8.05
16003,Italy,Soybeans,2012,27591,832.0,61889.0,13.45
16016,Italy,Soybeans,2013,33906,832.0,55633.0,8.04
16017,Italy,Soybeans,2013,33906,832.0,55633.0,13.6
16201,Japan,Soybeans,1990,15106,1668.0,79821.18,16.4
16202,Japan,Soybeans,1990,15106,1668.0,79821.18,14.14
16203,Japan,Soybeans,1990,15106,1668.0,79821.18,16.46
16204,Japan,Soybeans,1990,15106,1668.0,79821.18,16.12
16205,Japan,Soybeans,1990,15106,1668.0,79821.18,16.17
16206,Japan,Soybeans,1990,15106,1668.0,79821.18,14.14
16243,Japan,Soybeans,1991,14013,1668.0,79821.18,15.6
16244,Japan,Soybeans,1991,14013,1668.0,79821.18,13.32
16245,Japan,Soybeans,1991,14013,1668.0,79821.18,15.43
16246,Japan,Soybeans,1991,14013,1668.0,79821.18,15.38
16247,Japan,Soybeans,1991,14013,1668.0,79821.18,15.49
16248,Japan,Soybeans,1991,14013,1668.0,79821.18,13.32
16285,Japan,Soybeans,1992,17116,1668.0,79821.18,15.63
16286,Japan,Soybeans,1992,17116,1668.0,79821.18,12.94
16287,Japan,Soybeans,1992,17116,1668.0,79821.18,15.68
16288,Japan,Soybeans,1992,17116,1668.0,79821.18,15.21
16289,Japan,Soybeans,1992,17116,1668.0,79821.18,15.26
16290,Japan,Soybeans,1992,17116,1668.0,79821.18,12.94
16327,Japan,Soybeans,1993,11510,1668.0,79821.18,14.93
16328,Japan,Soybeans,1993,11510,1668.0,79821.18,12.49
16329,Japan,Soybeans,1993,11510,1668.0,79821.18,14.99
16330,Japan,Soybeans,1993,11510,1668.0,79821.18,14.68
16331,Japan,Soybeans,1993,11510,1668.0,79821.18,14.72
16332,Japan,Soybeans,1993,11510,1668.0,79821.18,12.49
16369,Japan,Soybeans,1994,16223,1668.0,79821.18,16.33
16370,Japan,Soybeans,1994,16223,1668.0,79821.18,13.78
16371,Japan,Soybeans,1994,16223,1668.0,79821.18,16.41
16372,Japan,Soybeans,1994,16223,1668.0,79821.18,16.06
16373,Japan,Soybeans,1994,16223,1668.0,79821.18,16.07
16374,Japan,Soybeans,1994,16223,1668.0,79821.18,13.78
16411,Japan,Soybeans,1995,17347,1668.0,79821.18,15.25
16412,Japan,Soybeans,1995,17347,1668.0,79821.18,12.98
16413,Japan,Soybeans,1995,17347,1668.0,79821.18,15.32
16414,Japan,Soybeans,1995,17347,1668.0,79821.18,14.83
16415,Japan,Soybeans,1995,17347,1668.0,79821.18,14.97
16416,Japan,Soybeans,1995,17347,1668.0,79821.18,12.98
16453,Japan,Soybeans,1996,18093,1668.0,79821.18,15.2
16454,Japan,Soybeans,1996,18093,1668.0,79821.18,12.61
16455,Japan,Soybeans,1996,18093,1668.0,79821.18,15.32
16456,Japan,Soybeans,1996,18093,1668.0,79821.18,14.79
16457,Japan,Soybeans,1996,18093,1668.0,79821.18,14.8
16458,Japan,Soybeans,1996,18093,1668.0,79821.18,12.61
16495,Japan,Soybeans,1997,17380,1668.0,79821.18,15.76
16496,Japan,Soybeans,1997,17380,1668.0,79821.18,13.43
16497,Japan,Soybeans,1997,17380,1668.0,79821.18,15.89
16498,Japan,Soybeans,1997,17380,1668.0,79821.18,15.37
16499,Japan,Soybeans,1997,17380,1668.0,79821.18,15.39
16500,Japan,Soybeans,1997,17380,1668.0,79821.18,13.43
16537,Japan,Soybeans,1998,14495,1668.0,79821.18,16.72
16538,Japan,Soybeans,1998,14495,1668.0,79821.18,13.74
16539,Japan,Soybeans,1998,14495,1668.0,79821.18,16.74
16540,Japan,Soybeans,1998,14495,1668.0,79821.18,16.39
16541,Japan,Soybeans,1998,14495,1668.0,79821.18,16.45
16542,Japan,Soybeans,1998,14495,1668.0,79821.18,13.74
16579,Japan,Soybeans,1999,17301,1668.0,79821.18,15.93
16580,Japan,Soybeans,1999,17301,1668.0,79821.18,13.78
16581,Japan,Soybeans,1999,17301,1668.0,79821.18,15.93
16582,Japan,Soybeans,1999,17301,1668.0,79821.18,15.66
16583,Japan,Soybeans,1999,17301,1668.0,79821.18,15.79
16584,Japan,Soybeans,1999,17301,1668.0,79821.18,13.78
16621,Japan,Soybeans,2000,19184,1668.0,79821.18,15.92
16622,Japan,Soybeans,2000,19184,1668.0,79821.18,13.5
16623,Japan,Soybeans,2000,19184,1668.0,79821.18,15.95
16624,Japan,Soybeans,2000,19184,1668.0,79821.18,15.58
16625,Japan,Soybeans,2000,19184,1668.0,79821.18,15.67
16626,Japan,Soybeans,2000,19184,1668.0,79821.18,13.5
16663,Japan,Soybeans,2001,20195,1668.0,78735.45,15.86
16664,Japan,Soybeans,2001,20195,1668.0,78735.45,13.13
16665,Japan,Soybeans,2001,20195,1668.0,78735.45,15.97
16666,Japan,Soybeans,2001,20195,1668.0,78735.45,15.4
16667,Japan,Soybeans,2001,20195,1668.0,78735.45,15.47
16668,Japan,Soybeans,2001,20195,1668.0,78735.45,13.13
16705,Japan,Soybeans,2002,18025,1668.0,70262.54,16.09
16706,Japan,Soybeans,2002,18025,1668.0,70262.54,13.42
16707,Japan,Soybeans,2002,18025,1668.0,70262.54,16.0
16708,Japan,Soybeans,2002,18025,1668.0,70262.54,15.71
16709,Japan,Soybeans,2002,18025,1668.0,70262.54,15.73
16710,Japan,Soybeans,2002,18025,1668.0,70262.54,13.42
16747,Japan,Soybeans,2004,11930,1668.0,64688.88,16.56
16748,Japan,Soybeans,2004,11930,1668.0,64688.88,14.05
16749,Japan,Soybeans,2004,11930,1668.0,64688.88,16.54
16750,Japan,Soybeans,2004,11930,1668.0,64688.88,16.19
16751,Japan,Soybeans,2004,11930,1668.0,64688.88,16.33
16752,Japan,Soybeans,2004,11930,1668.0,64688.88,14.05
16789,Japan,Soybeans,2005,16791,1668.0,63829.77,15.75
16790,Japan,Soybeans,2005,16791,1668.0,63829.77,12.99
16791,Japan,Soybeans,2005,16791,1668.0,63829.77,15.75
16792,Japan,Soybeans,2005,16791,1668.0,63829.77,15.36
16793,Japan,Soybeans,2005,16791,1668.0,63829.77,15.36
16794,Japan,Soybeans,2005,16791,1668.0,63829.77,12.99
16831,Japan,Soybeans,2006,16129,1668.0,65248.26,15.87
16832,Japan,Soybeans,2006,16129,1668.0,65248.26,13.28
16833,Japan,Soybeans,2006,16129,1668.0,65248.26,15.92
16834,Japan,Soybeans,2006,16129,1668.0,65248.26,15.43
16835,Japan,Soybeans,2006,16129,1668.0,65248.26,15.45
16836,Japan,Soybeans,2006,16129,1668.0,65248.26,13.28
16873,Japan,Soybeans,2007,16392,1668.0,61164.07,16.53
16874,Japan,Soybeans,2007,16392,1668.0,61164.07,13.68
16875,Japan,Soybeans,2007,16392,1668.0,61164.07,16.55
16876,Japan,Soybeans,2007,16392,1668.0,61164.07,16.03
16877,Japan,Soybeans,2007,16392,1668.0,61164.07,15.94
16878,Japan,Soybeans,2007,16392,1668.0,61164.07,13.68
16915,Japan,Soybeans,2008,17791,1668.0,58750.0,15.96
16916,Japan,Soybeans,2008,17791,1668.0,58750.0,13.31
16917,Japan,Soybeans,2008,17791,1668.0,58750.0,15.98
16918,Japan,Soybeans,2008,17791,1668.0,58750.0,15.55
16919,Japan,Soybeans,2008,17791,1668.0,58750.0,15.57
16920,Japan,Soybeans,2008,17791,1668.0,58750.0,13.31
16957,Japan,Soybeans,2009,15812,1668.0,60970.8,15.93
16958,Japan,Soybeans,2009,15812,1668.0,60970.8,13.55
16959,Japan,Soybeans,2009,15812,1668.0,60970.8,16.02
16960,Japan,Soybeans,2009,15812,1668.0,60970.8,15.61
16961,Japan,Soybeans,2009,15812,1668.0,60970.8,15.67
16962,Japan,Soybeans,2009,15812,1668.0,60970.8,13.55
16999,Japan,Soybeans,2010,16158,1668.0,55576.0,16.12
17000,Japan,Soybeans,2010,16158,1668.0,55576.0,13.82
17001,Japan,Soybeans,2010,16158,1668.0,55576.0,16.01
17002,Japan,Soybeans,2010,16158,1668.0,55576.0,15.8
17003,Japan,Soybeans,2010,16158,1668.0,55576.0,15.87
17004,Japan,Soybeans,2010,16158,1668.0,55576.0,13.82
17041,Japan,Soybeans,2011,16006,1668.0,51796.3,15.71
17042,Japan,Soybeans,2011,16006,1668.0,51796.3,13.32
17043,Japan,Soybeans,2011,16006,1668.0,51796.3,15.62
17044,Japan,Soybeans,2011,16006,1668.0,51796.3,15.38
17045,Japan,Soybeans,2011,16006,1668.0,51796.3,15.43
17046,Japan,Soybeans,2011,16006,1668.0,51796.3,13.32
17083,Japan,Soybeans,2012,17994,1668.0,54716.4,15.53
17084,Japan,Soybeans,2012,17994,1668.0,54716.4,13.11
17085,Japan,Soybeans,2012,17994,1668.0,54716.4,15.54
17086,Japan,Soybeans,2012,17994,1668.0,54716.4,15.14
17087,Japan,Soybeans,2012,17994,1668.0,54716.4,15.21
17088,Japan,Soybeans,2012,17994,1668.0,54716.4,13.11
17125,Japan,Soybeans,2013,15520,1668.0,52794.3,16.54
17126,Japan,Soybeans,2013,15520,1668.0,52794.3,13.91
17127,Japan,Soybeans,2013,15520,1668.0,52794.3,16.3
17128,Japan,Soybeans,2013,15520,1668.0,52794.3,16.0
17129,Japan,Soybeans,2013,15520,1668.0,52794.3,16.02
17130,Japan,Soybeans,2013,15520,1668.0,52794.3,13.91
17157,Kazakhstan,Soybeans,1992,11919,250.0,17182.0,6.2
17158,Kazakhstan,Soybeans,1992,11919,250.0,17182.0,2.78
17169,Kazakhstan,Soybeans,1993,11269,250.0,17182.0,5.51
17170,Kazakhstan,Soybeans,1993,11269,250.0,17182.0,1.63
17181,Kazakhstan,Soybeans,1994,9667,250.0,17182.0,6.04
17182,Kazakhstan,Soybeans,1994,9667,250.0,17182.0,3.12
17193,Kazakhstan,Soybeans,1995,8845,250.0,13535.0,6.53
17194,Kazakhstan,Soybeans,1995,8845,250.0,13535.0,4.33
17205,Kazakhstan,Soybeans,1996,8437,250.0,13047.0,5.98
17206,Kazakhstan,Soybeans,1996,8437,250.0,13047.0,1.61
17217,Kazakhstan,Soybeans,1997,10445,250.0,8112.0,7.53
17218,Kazakhstan,Soybeans,1997,10445,250.0,8112.0,4.52
17229,Kazakhstan,Soybeans,1998,13359,250.0,6416.14,6.94
17230,Kazakhstan,Soybeans,1998,13359,250.0,6416.14,3.25
17241,Kazakhstan,Soybeans,1999,13000,250.0,4720.28,7.09
17242,Kazakhstan,Soybeans,1999,13000,250.0,4720.28,3.73
17253,Kazakhstan,Soybeans,2000,11343,250.0,3024.42,7.26
17254,Kazakhstan,Soybeans,2000,11343,250.0,3024.42,3.23
17265,Kazakhstan,Soybeans,2001,13561,250.0,3007.26,7.23
17266,Kazakhstan,Soybeans,2001,13561,250.0,3007.26,3.85
17277,Kazakhstan,Soybeans,2002,14955,250.0,3361.84,7.4
17278,Kazakhstan,Soybeans,2002,14955,250.0,3361.84,4.77
17289,Kazakhstan,Soybeans,2004,14630,250.0,3802.92,7.52
17290,Kazakhstan,Soybeans,2004,14630,250.0,3802.92,4.18
17301,Kazakhstan,Soybeans,2005,16438,250.0,3666.62,7.07
17302,Kazakhstan,Soybeans,2005,16438,250.0,3666.62,4.0
17313,Kazakhstan,Soybeans,2006,16578,250.0,3926.27,7.65
17314,Kazakhstan,Soybeans,2006,16578,250.0,3926.27,3.88
17325,Kazakhstan,Soybeans,2007,16959,250.0,5575.89,7.78
17326,Kazakhstan,Soybeans,2007,16959,250.0,5575.89,4.14
17337,Kazakhstan,Soybeans,2008,17326,250.0,7044.9,7.25
17338,Kazakhstan,Soybeans,2008,17326,250.0,7044.9,4.19
17349,Kazakhstan,Soybeans,2009,18002,250.0,8716.14,6.77
17350,Kazakhstan,Soybeans,2009,18002,250.0,8716.14,3.03
17361,Kazakhstan,Soybeans,2010,18489,250.0,6283.85,6.96
17362,Kazakhstan,Soybeans,2010,18489,250.0,6283.85,2.95
17373,Kazakhstan,Soybeans,2011,19001,250.0,10656.6,6.54
17374,Kazakhstan,Soybeans,2011,19001,250.0,10656.6,2.67
17385,Kazakhstan,Soybeans,2012,20128,250.0,8674.58,6.07
17386,Kazakhstan,Soybeans,2012,20128,250.0,8674.58,2.5
17397,Kazakhstan,Soybeans,2013,19727,250.0,8738.38,8.71
17398,Kazakhstan,Soybeans,2013,19727,250.0,8738.38,5.49
17407,Kenya,Soybeans,1990,8000,630.0,3469.0,15.94
17417,Kenya,Soybeans,1991,8037,630.0,3469.0,16.26
17427,Kenya,Soybeans,1992,8059,630.0,3469.0,16.34
17437,Kenya,Soybeans,1993,8081,630.0,3469.0,16.36
17447,Kenya,Soybeans,1994,8104,630.0,3469.0,16.58
17457,Kenya,Soybeans,1995,8128,630.0,4607.0,16.52
17467,Kenya,Soybeans,1996,8153,630.0,6344.0,16.44
17477,Kenya,Soybeans,1997,8178,630.0,5172.0,16.77
17487,Kenya,Soybeans,1998,8204,630.0,4114.0,16.53
17497,Kenya,Soybeans,1999,8228,630.0,3056.0,16.7
17507,Kenya,Soybeans,2000,8603,630.0,1998.0,16.73
17517,Kenya,Soybeans,2001,8608,630.0,1578.0,16.1
17527,Kenya,Soybeans,2002,8611,630.0,1578.0,16.61
17537,Kenya,Soybeans,2004,8607,630.0,1578.0,16.92
17547,Kenya,Soybeans,2005,8591,630.0,1578.0,17.28
17557,Kenya,Soybeans,2006,8265,630.0,1578.0,16.92
17567,Kenya,Soybeans,2007,8400,630.0,1578.0,16.6
17577,Kenya,Soybeans,2008,8160,630.0,1578.0,16.66
17587,Kenya,Soybeans,2009,7153,630.0,1578.0,17.3
17597,Kenya,Soybeans,2010,9500,630.0,1578.0,16.82
17607,Kenya,Soybeans,2011,12578,630.0,1578.0,16.9
17617,Kenya,Soybeans,2012,14997,630.0,1578.0,16.84
17627,Kenya,Soybeans,2013,12231,630.0,1578.0,16.91
18063,Madagascar,Soybeans,1990,10417,1513.0,128.41,19.62
18071,Madagascar,Soybeans,1991,6349,1513.0,131.0,19.79
18079,Madagascar,Soybeans,1992,6320,1513.0,101.06,19.76
18087,Madagascar,Soybeans,1993,6292,1513.0,109.41,19.95
18095,Madagascar,Soybeans,1994,6264,1513.0,76.15,19.96
18103,Madagascar,Soybeans,1995,6236,1513.0,73.08,19.96
18111,Madagascar,Soybeans,1996,6208,1513.0,152.01,19.71
18119,Madagascar,Soybeans,1997,6180,1513.0,139.89,19.97
18127,Madagascar,Soybeans,1998,6152,1513.0,88.26,20.11
18135,Madagascar,Soybeans,1999,6124,1513.0,49.52,19.82
18143,Madagascar,Soybeans,2000,6096,1513.0,130.46,19.65
18151,Madagascar,Soybeans,2001,6068,1513.0,87.59,20.12
18159,Madagascar,Soybeans,2002,6040,1513.0,240.84,20.14
18167,Madagascar,Soybeans,2004,5990,1513.0,68.01,19.87
18175,Madagascar,Soybeans,2005,5968,1513.0,114.51,20.05
18183,Madagascar,Soybeans,2006,5946,1513.0,109.39,20.09
18191,Madagascar,Soybeans,2007,5924,1513.0,93.88,20.02
18199,Madagascar,Soybeans,2008,5902,1513.0,112.11,19.79
18207,Madagascar,Soybeans,2009,5880,1513.0,143.9,20.13
18215,Madagascar,Soybeans,2010,5960,1513.0,241.89,20.31
18223,Madagascar,Soybeans,2011,5962,1513.0,310.36,20.33
18231,Madagascar,Soybeans,2012,6000,1513.0,377.71,19.78
18239,Madagascar,Soybeans,2013,5867,1513.0,507.94,19.34
18339,Malawi,Soybeans,2004,6447,1181.0,48.28,20.44
18347,Malawi,Soybeans,2005,5797,1181.0,295.51,21.37
18355,Malawi,Soybeans,2006,7639,1181.0,202.35,20.63
18363,Malawi,Soybeans,2007,8972,1181.0,524.46,20.67
18371,Malawi,Soybeans,2008,8722,1181.0,624.52,20.42
18379,Malawi,Soybeans,2009,9804,1181.0,736.25,20.68
18387,Malawi,Soybeans,2010,9757,1181.0,584.12,21.34
18395,Malawi,Soybeans,2011,9977,1181.0,553.57,20.92
18403,Malawi,Soybeans,2012,10433,1181.0,775.83,20.42
18411,Malawi,Soybeans,2013,9791,1181.0,1500.27,19.68
18416,Malaysia,Soybeans,1990,3333,2875.0,39406.48,27.21
18511,Mali,Soybeans,1990,16667,282.0,95.7,27.61
18520,Mali,Soybeans,1991,16817,282.0,54.63,27.58
18529,Mali,Soybeans,1992,16750,282.0,35.42,27.2
18538,Mali,Soybeans,1993,17000,282.0,33.19,27.55
18547,Mali,Soybeans,1994,16454,282.0,30.96,27.05
